serotype,,N1,N1,N1,N1,N1,N2,N2,N2,N2,N2,error
accession,,>KY487256,>KY925555,>KY925100,>KY925415,>MN055439,>KX415914,>CY014097,>CY207453,>CY080667,>MT056428,>MH346657
serotype,accession,,,,,,,,,,,
N1,>KY487256,0.0,0.005259697567389865,0.006574621959237303,0.005259697567389865,0.0039447731755424265,0.5161078238001315,0.5095332018408941,0.5154503616042078,0.5121630506245891,0.5180802103879028,0.012491781722550943
N1,>KY925555,0.005259697567389865,0.0,0.002629848783694988,0.0,0.002629848783694988,0.5141354372123603,0.507560815253123,0.5134779750164365,0.5101906640368179,0.5154503616042078,0.008547008547008517
N1,>KY925100,0.006574621959237303,0.002629848783694988,0.0,0.002629848783694988,0.0039447731755424265,0.5161078238001315,0.5095332018408941,0.5154503616042078,0.5121630506245891,0.5180802103879028,0.009861932938856066
N1,>KY925415,0.005259697567389865,0.0,0.002629848783694988,0.0,0.002629848783694988,0.5141354372123603,0.507560815253123,0.5134779750164365,0.5101906640368179,0.5154503616042078,0.008547008547008517
N1,>MN055439,0.0039447731755424265,0.002629848783694988,0.0039447731755424265,0.002629848783694988,0.0,0.5161078238001315,0.5095332018408941,0.5154503616042078,0.5121630506245891,0.5180802103879028,0.009861932938856066
N2,>KX415914,0.5161078238001315,0.5141354372123603,0.5161078238001315,0.5141354372123603,0.5161078238001315,0.0,0.036817882971729166,0.0335305719921104,0.03024326101249175,0.024983563445101886,0.5141354372123603
N2,>CY014097,0.5095332018408941,0.507560815253123,0.5095332018408941,0.507560815253123,0.5095332018408941,0.036817882971729166,0.0,0.04470742932281391,0.01972386587771202,0.04930966469428011,0.507560815253123
N2,>CY207453,0.5154503616042078,0.5134779750164365,0.5154503616042078,0.5134779750164365,0.5154503616042078,0.0335305719921104,0.04470742932281391,0.0,0.028928336620644313,0.03484549638395795,0.5128205128205128
N2,>CY080667,0.5121630506245891,0.5101906640368179,0.5121630506245891,0.5101906640368179,0.5121630506245891,0.03024326101249175,0.01972386587771202,0.028928336620644313,0.0,0.04207758053911903,0.5101906640368179
N2,>MT056428,0.5180802103879028,0.5154503616042078,0.5180802103879028,0.5154503616042078,0.5180802103879028,0.024983563445101886,0.04930966469428011,0.03484549638395795,0.04207758053911903,0.0,0.5141354372123603
error,>MH346657,0.012491781722550943,0.008547008547008517,0.009861932938856066,0.008547008547008517,0.009861932938856066,0.5141354372123603,0.507560815253123,0.5128205128205128,0.5101906640368179,0.5141354372123603,0.0
