serotype,,N2,N2,N2,N2,N2,N8,N8,N8,N8,N8,error
accession,,>CY253228,>CY254947,>CY236009,>CY259177,>KU592160,>CY142652,>CY079422,>CY028806,>MK237380,>KT338485,>MG925516
serotype,accession,,,,,,,,,,,
N2,>CY253228,0.0,0.00395778364116095,0.00989445910290232,0.0026385224274406704,0.0026385224274406704,0.487467018469657,0.47691292875989444,0.4841688654353562,0.49934036939313986,0.4901055408970977,0.0032981530343008103
N2,>CY254947,0.00395778364116095,0.0,0.01121372031662271,0.00395778364116095,0.00395778364116095,0.48680738786279687,0.4762532981530343,0.4828496042216359,0.4986807387862797,0.48944591029023743,0.00461741424802109
N2,>CY236009,0.00989445910290232,0.01121372031662271,0.0,0.00857519788918204,0.00989445910290232,0.48614775725593673,0.4821899736147758,0.48614775725593673,0.4980211081794196,0.4887862796833773,0.006596306068601621
N2,>CY259177,0.0026385224274406704,0.00395778364116095,0.00857519788918204,0.0,0.0026385224274406704,0.48812664907651715,0.4775725593667546,0.4841688654353562,0.5,0.4907651715039578,0.0019788918205804196
N2,>KU592160,0.0026385224274406704,0.00395778364116095,0.00989445910290232,0.0026385224274406704,0.0,0.48812664907651715,0.4775725593667546,0.4841688654353562,0.5,0.4907651715039578,0.0032981530343008103
N8,>CY142652,0.487467018469657,0.48680738786279687,0.48614775725593673,0.48812664907651715,0.48812664907651715,0.0,0.06860158311345643,0.21635883905013198,0.08179419525065967,0.03496042216358841,0.48944591029023743
N8,>CY079422,0.47691292875989444,0.4762532981530343,0.4821899736147758,0.4775725593667546,0.4775725593667546,0.06860158311345643,0.0,0.2104221635883905,0.0633245382585752,0.06464379947229548,0.47889182058047497
N8,>CY028806,0.4841688654353562,0.4828496042216359,0.48614775725593673,0.4841688654353562,0.4841688654353562,0.21635883905013198,0.2104221635883905,0.0,0.23153034300791553,0.21240105540897103,0.4828496042216359
N8,>MK237380,0.49934036939313986,0.4986807387862797,0.4980211081794196,0.5,0.5,0.08179419525065967,0.0633245382585752,0.23153034300791553,0.0,0.07585751978891819,0.5013192612137203
N8,>KT338485,0.4901055408970977,0.48944591029023743,0.4887862796833773,0.4907651715039578,0.4907651715039578,0.03496042216358841,0.06464379947229548,0.21240105540897103,0.07585751978891819,0.0,0.4920844327176781
error,>MG925516,0.0032981530343008103,0.00461741424802109,0.006596306068601621,0.0019788918205804196,0.0032981530343008103,0.48944591029023743,0.47889182058047497,0.4828496042216359,0.5013192612137203,0.4920844327176781,0.0
