serotype,,N2,N2,N2,N2,N2,N8,N8,N8,N8,N8,error
accession,,>MK640784,>KU592114,>CY254004,>CY257260,>MN572865,>CY032367,>CY135949,>KX979461,>MK237290,>CY180277,>MG925516
serotype,accession,,,,,,,,,,,
N2,>MK640784,0.0,0.007318695941450404,0.008649367930805063,0.009980039920159722,0.009980039920159722,0.48569527611443775,0.47904191616766467,0.5069860279441119,0.4823685961410512,0.47904191616766467,0.007318695941450404
N2,>KU592114,0.007318695941450404,0.0,0.0026613439787092075,0.0026613439787092075,0.005322687957418526,0.4870259481037924,0.4770459081836327,0.5089820359281437,0.48037258815701933,0.47771124417831,0.0026613439787092075
N2,>CY254004,0.008649367930805063,0.0026613439787092075,0.0,0.005322687957418526,0.006653359946773074,0.48835662009314706,0.47771124417831,0.5103127079174983,0.48103792415169666,0.47837658017298734,0.003992015968063867
N2,>CY257260,0.009980039920159722,0.0026613439787092075,0.005322687957418526,0.0,0.007984031936127733,0.4870259481037924,0.4770459081836327,0.5089820359281437,0.48037258815701933,0.47837658017298734,0.005322687957418526
N2,>MN572865,0.009980039920159722,0.005322687957418526,0.006653359946773074,0.007984031936127733,0.0,0.4870259481037924,0.47904191616766467,0.5116433799068529,0.4823685961410512,0.47837658017298734,0.003992015968063867
N8,>CY032367,0.48569527611443775,0.4870259481037924,0.48835662009314706,0.4870259481037924,0.4870259481037924,0.0,0.21290751829673982,0.2508316699933466,0.22155688622754488,0.21689953426480368,0.48569527611443775
N8,>CY135949,0.47904191616766467,0.4770459081836327,0.47771124417831,0.4770459081836327,0.47904191616766467,0.21290751829673982,0.0,0.2242182302062542,0.03858948769128412,0.05921490352628078,0.479707252162342
N8,>KX979461,0.5069860279441119,0.5089820359281437,0.5103127079174983,0.5089820359281437,0.5116433799068529,0.2508316699933466,0.2242182302062542,0.0,0.21423819028609448,0.21091151031270794,0.5103127079174983
N8,>MK237290,0.4823685961410512,0.48037258815701933,0.48103792415169666,0.48037258815701933,0.4823685961410512,0.22155688622754488,0.03858948769128412,0.21423819028609448,0.0,0.05988023952095811,0.4817032601463739
N8,>CY180277,0.47904191616766467,0.47771124417831,0.47837658017298734,0.47837658017298734,0.47837658017298734,0.21689953426480368,0.05921490352628078,0.21091151031270794,0.05988023952095811,0.0,0.48037258815701933
error,>MG925516,0.007318695941450404,0.0026613439787092075,0.003992015968063867,0.005322687957418526,0.003992015968063867,0.48569527611443775,0.479707252162342,0.5103127079174983,0.4817032601463739,0.48037258815701933,0.0
