serotype,,N2,N2,N2,N2,N2,N8,N8,N8,N8,N8,error
accession,,>CY254835,>MN572857,>KU590331,>CY257012,>MN572457,>CY138394,>KP286039,>KT388518,>MH068625,>CY032375,>MG925516
serotype,accession,,,,,,,,,,,
N2,>CY254835,0.0,0.004062288422478022,0.0020311442112389555,0.004062288422478022,0.0060934326337169775,0.48747461069735953,0.48544346648612047,0.4895057549085985,0.4935680433310765,0.49085985104942453,0.004739336492891044
N2,>MN572857,0.004062288422478022,0.0,0.0020311442112389555,0.004062288422478022,0.0060934326337169775,0.48882870683818547,0.4867975626269465,0.49085985104942453,0.49492213947190256,0.49221394719025047,0.004739336492891044
N2,>KU590331,0.0020311442112389555,0.0020311442112389555,0.0,0.0020311442112389555,0.004062288422478022,0.48747461069735953,0.48544346648612047,0.4895057549085985,0.4935680433310765,0.49085985104942453,0.0027081922816519777
N2,>CY257012,0.004062288422478022,0.004062288422478022,0.0020311442112389555,0.0,0.0060934326337169775,0.48815165876777256,0.4861205145565335,0.4895057549085985,0.49424509140148953,0.49085985104942453,0.004739336492891044
N2,>MN572457,0.0060934326337169775,0.0060934326337169775,0.004062288422478022,0.0060934326337169775,0.0,0.48408937034529453,0.48205822613405547,0.48882870683818547,0.4901828029790115,0.48815165876777256,0.00677048070413
N8,>CY138394,0.48747461069735953,0.48882870683818547,0.48747461069735953,0.48815165876777256,0.48408937034529453,0.0,0.07718348002708197,0.2281651997291808,0.07989167230873395,0.21597833446174675,0.4901828029790115
N8,>KP286039,0.48544346648612047,0.4867975626269465,0.48544346648612047,0.4861205145565335,0.48205822613405547,0.07718348002708197,0.0,0.22545700744752872,0.08530805687203791,0.22342586323628977,0.48815165876777256
N8,>KT388518,0.4895057549085985,0.49085985104942453,0.4895057549085985,0.4895057549085985,0.48882870683818547,0.2281651997291808,0.22545700744752872,0.0,0.23561272850372372,0.2383209207853758,0.49153689911983756
N8,>MH068625,0.4935680433310765,0.49492213947190256,0.4935680433310765,0.49424509140148953,0.4901828029790115,0.07989167230873395,0.08530805687203791,0.23561272850372372,0.0,0.21936357481381175,0.4962762356127285
N8,>CY032375,0.49085985104942453,0.49221394719025047,0.49085985104942453,0.49085985104942453,0.48815165876777256,0.21597833446174675,0.22342586323628977,0.2383209207853758,0.21936357481381175,0.0,0.49085985104942453
error,>MG925516,0.004739336492891044,0.004739336492891044,0.0027081922816519777,0.004739336492891044,0.00677048070413,0.4901828029790115,0.48815165876777256,0.49153689911983756,0.4962762356127285,0.49085985104942453,0.0
