serotype,,N1,N1,N1,N1,N1,N2,N2,N2,N2,N2,error
accession,,>MN055439,>KY487728,>KY925604,>KY487463,>KY487197,>CY116845,>MN247471,>MN128326,>MH358864,>MN436841,>MH346657
serotype,accession,,,,,,,,,,,
N1,>MN055439,0.0,0.0032873109796186517,0.0039447731755424265,0.0013149243918474385,0.0013149243918474385,0.5108481262327416,0.5193951347797502,0.5108481262327416,0.5187376725838264,0.52465483234714,0.009861932938856066
N1,>KY487728,0.0032873109796186517,0.0,0.00591715976331364,0.0032873109796186517,0.0019723865877712132,0.5115055884286653,0.5193951347797502,0.5108481262327416,0.5187376725838264,0.52465483234714,0.011176857330703505
N1,>KY925604,0.0039447731755424265,0.00591715976331364,0.0,0.0039447731755424265,0.0039447731755424265,0.5108481262327416,0.517422748191979,0.5101906640368179,0.5167652859960552,0.5226824457593688,0.009861932938856066
N1,>KY487463,0.0013149243918474385,0.0032873109796186517,0.0039447731755424265,0.0,0.0013149243918474385,0.5115055884286653,0.5193951347797502,0.5108481262327416,0.5187376725838264,0.52465483234714,0.009861932938856066
N1,>KY487197,0.0013149243918474385,0.0019723865877712132,0.0039447731755424265,0.0013149243918474385,0.0,0.5108481262327416,0.5187376725838264,0.5101906640368179,0.5180802103879028,0.5239973701512163,0.009861932938856066
N2,>CY116845,0.5108481262327416,0.5115055884286653,0.5108481262327416,0.5115055884286653,0.5108481262327416,0.0,0.16305062458908615,0.19855358316896776,0.16436554898093358,0.1821170282708744,0.5121630506245891
N2,>MN247471,0.5193951347797502,0.5193951347797502,0.517422748191979,0.5193951347797502,0.5187376725838264,0.16305062458908615,0.0,0.12886259040105197,0.01643655489809337,0.021696252465483234,0.5167652859960552
N2,>MN128326,0.5108481262327416,0.5108481262327416,0.5101906640368179,0.5108481262327416,0.5101906640368179,0.19855358316896776,0.12886259040105197,0.0,0.12491781722550954,0.10716633793556873,0.5108481262327416
N2,>MH358864,0.5187376725838264,0.5187376725838264,0.5167652859960552,0.5187376725838264,0.5180802103879028,0.16436554898093358,0.01643655489809337,0.12491781722550954,0.0,0.03747534516765283,0.5161078238001315
N2,>MN436841,0.52465483234714,0.52465483234714,0.5226824457593688,0.52465483234714,0.5239973701512163,0.1821170282708744,0.021696252465483234,0.10716633793556873,0.03747534516765283,0.0,0.5220249835634452
error,>MH346657,0.009861932938856066,0.011176857330703505,0.009861932938856066,0.009861932938856066,0.009861932938856066,0.5121630506245891,0.5167652859960552,0.5108481262327416,0.5161078238001315,0.5220249835634452,0.0
