serotype,,H1,H1,H1,H1,H1,H10,H10,H10,H10,H10,error
accession,,>CY076157,>CY166533,>KX960467,>MF359825,>CY097762,>CY145233,>CY241071,>MH502436,>CY190691,>CY137842,>MK237334
serotype,accession,,,,,,,,,,,
H1,>CY076157,0.0,0.055340343110127255,0.04205866076369669,0.04427227448810178,0.03652462645268406,0.4737133370226896,0.47980077476480354,0.4770337576092972,0.47537354731599335,0.4764803541781959,0.046485888212506876
H1,>CY166533,0.055340343110127255,0.0,0.0564471499723298,0.04869950193691197,0.043165467625899234,0.4620918649695628,0.4676258992805755,0.4648588821250692,0.46319867183176533,0.4648588821250692,0.055340343110127255
H1,>KX960467,0.04205866076369669,0.0564471499723298,0.0,0.03818483674598783,0.030990592141671325,0.48478140564471495,0.48920863309352514,0.48754842280022137,0.48699501936912004,0.4881018262313226,0.027670171555063683
H1,>MF359825,0.04427227448810178,0.04869950193691197,0.03818483674598783,0.0,0.023796347537354712,0.4714997232982845,0.4764803541781959,0.4737133370226896,0.4742667404537908,0.4742667404537908,0.04095185390149414
H1,>CY097762,0.03652462645268406,0.043165467625899234,0.030990592141671325,0.023796347537354712,0.0,0.46596568898727175,0.47039291643608194,0.46873270614277807,0.46817930271167685,0.46817930271167685,0.0376314333148865
H10,>CY145233,0.4737133370226896,0.4620918649695628,0.48478140564471495,0.4714997232982845,0.46596568898727175,0.0,0.04593248478140566,0.0376314333148865,0.03431101272827897,0.03375760929717764,0.4781405644714998
H10,>CY241071,0.47980077476480354,0.4676258992805755,0.48920863309352514,0.4764803541781959,0.47039291643608194,0.04593248478140566,0.0,0.02933038184836745,0.04980630879911452,0.030437188710569996,0.48256779192030985
H10,>MH502436,0.4770337576092972,0.4648588821250692,0.48754842280022137,0.4737133370226896,0.46873270614277807,0.0376314333148865,0.02933038184836745,0.0,0.04205866076369669,0.02434975096845604,0.4792473713337023
H10,>CY190691,0.47537354731599335,0.46319867183176533,0.48699501936912004,0.4742667404537908,0.46817930271167685,0.03431101272827897,0.04980630879911452,0.04205866076369669,0.0,0.03597122302158273,0.4809075816270061
H10,>CY137842,0.4764803541781959,0.4648588821250692,0.4881018262313226,0.4742667404537908,0.46817930271167685,0.03375760929717764,0.030437188710569996,0.02434975096845604,0.03597122302158273,0.0,0.47980077476480354
error,>MK237334,0.046485888212506876,0.055340343110127255,0.027670171555063683,0.04095185390149414,0.0376314333148865,0.4781405644714998,0.48256779192030985,0.4792473713337023,0.4809075816270061,0.47980077476480354,0.0
