serotype,,N1,N1,N1,N1,N1,N3,N3,N3,N3,N3,error
accession,,>MH501827,>MH598296,>KY828779,>MK345650,>MK345846,>CY186766,>CY196453,>CY157280,>KX979553,>CY141824,>MK237837
serotype,accession,,,,,,,,,,,
N1,>MH501827,0.0,0.03547963206307492,0.02431011826544016,0.033508541392904045,0.029566360052562413,0.47963206307490147,0.48291721419185285,0.4868593955321945,0.49802890932982913,0.4894875164257556,0.042049934296977676
N1,>MH598296,0.03547963206307492,0.0,0.03219448094612354,0.04073587385019706,0.03745072273324568,0.47831800262812085,0.4835742444152431,0.48160315374507223,0.4986859395532195,0.48423127463863336,0.048620236530880434
N1,>KY828779,0.02431011826544016,0.03219448094612354,0.0,0.01905387647831802,0.017739816031537403,0.4822601839684626,0.48620236530880423,0.488173455978975,0.5013140604467805,0.4894875164257556,0.026938239159001287
N1,>MK345650,0.033508541392904045,0.04073587385019706,0.01905387647831802,0.0,0.018396846254927768,0.4750328515111695,0.48423127463863336,0.47963206307490147,0.4940867279894875,0.4822601839684626,0.030223390275952666
N1,>MK345846,0.029566360052562413,0.03745072273324568,0.017739816031537403,0.018396846254927768,0.0,0.4789750328515112,0.485545335085414,0.4835742444152431,0.4954007884362681,0.48751642575558474,0.030223390275952666
N3,>CY186766,0.47963206307490147,0.47831800262812085,0.4822601839684626,0.4750328515111695,0.4789750328515112,0.0,0.2634691195795007,0.05190538764783181,0.14914586070959268,0.05453350854139294,0.492772667542707
N3,>CY196453,0.48291721419185285,0.4835742444152431,0.48620236530880423,0.48423127463863336,0.485545335085414,0.2634691195795007,0.0,0.27135348226018396,0.2766097240473062,0.26872536136662284,0.5006570302233903
N3,>CY157280,0.4868593955321945,0.48160315374507223,0.488173455978975,0.47963206307490147,0.4835742444152431,0.05190538764783181,0.27135348226018396,0.0,0.14651773981603156,0.01708278580814715,0.5
N3,>KX979553,0.49802890932982913,0.4986859395532195,0.5013140604467805,0.4940867279894875,0.4954007884362681,0.14914586070959268,0.2766097240473062,0.14651773981603156,0.0,0.15243101182654406,0.488173455978975
N3,>CY141824,0.4894875164257556,0.48423127463863336,0.4894875164257556,0.4822601839684626,0.48751642575558474,0.05453350854139294,0.26872536136662284,0.01708278580814715,0.15243101182654406,0.0,0.5026281208935611
error,>MK237837,0.042049934296977676,0.048620236530880434,0.026938239159001287,0.030223390275952666,0.030223390275952666,0.492772667542707,0.5006570302233903,0.5,0.488173455978975,0.5026281208935611,0.0
