serotype,,N1,N1,N1,N1,N1,N2,N2,N2,N2,N2,error
accession,,>KY924999,>KY487197,>KY487247,>KY925555,>KY487604,>CY178980,>CY251353,>MN055346,>KF135582,>MK241107,>MH346657
serotype,accession,,,,,,,,,,,
N1,>KY924999,0.0,0.0013089005235602524,0.0019633507853402676,0.002617801047120394,0.002617801047120394,0.5111256544502618,0.5215968586387434,0.4921465968586387,0.5163612565445026,0.5150523560209423,0.00981675392670156
N1,>KY487197,0.0013089005235602524,0.0,0.0006544502617801262,0.002617801047120394,0.002617801047120394,0.5117801047120418,0.5222513089005236,0.49280104712041883,0.5170157068062827,0.5157068062827226,0.00981675392670156
N1,>KY487247,0.0019633507853402676,0.0006544502617801262,0.0,0.00327225130890052,0.00327225130890052,0.5117801047120418,0.5222513089005236,0.49280104712041883,0.5170157068062827,0.5157068062827226,0.010471204188481686
N1,>KY925555,0.002617801047120394,0.002617801047120394,0.00327225130890052,0.0,0.003926701570680646,0.5117801047120418,0.5209424083769634,0.4914921465968587,0.5157068062827226,0.5143979057591623,0.008507853403141308
N1,>KY487604,0.002617801047120394,0.002617801047120394,0.00327225130890052,0.003926701570680646,0.0,0.5130890052356021,0.5222513089005236,0.4941099476439791,0.5183246073298429,0.5143979057591623,0.011125654450261813
N2,>CY178980,0.5111256544502618,0.5117801047120418,0.5117801047120418,0.5117801047120418,0.5130890052356021,0.0,0.18259162303664922,0.1655759162303665,0.17342931937172779,0.17212041884816753,0.5143979057591623
N2,>CY251353,0.5215968586387434,0.5222513089005236,0.5222513089005236,0.5209424083769634,0.5222513089005236,0.18259162303664922,0.0,0.08573298429319376,0.07460732984293195,0.03468586387434558,0.5209424083769634
N2,>MN055346,0.4921465968586387,0.49280104712041883,0.49280104712041883,0.4914921465968587,0.4941099476439791,0.1655759162303665,0.08573298429319376,0.0,0.08180628272251311,0.0732984293193717,0.4914921465968587
N2,>KF135582,0.5163612565445026,0.5170157068062827,0.5170157068062827,0.5157068062827226,0.5183246073298429,0.17342931937172779,0.07460732984293195,0.08180628272251311,0.0,0.09816753926701571,0.5157068062827226
N2,>MK241107,0.5150523560209423,0.5157068062827226,0.5157068062827226,0.5143979057591623,0.5143979057591623,0.17212041884816753,0.03468586387434558,0.0732984293193717,0.09816753926701571,0.0,0.5137434554973822
error,>MH346657,0.00981675392670156,0.00981675392670156,0.010471204188481686,0.008507853403141308,0.011125654450261813,0.5143979057591623,0.5209424083769634,0.4914921465968587,0.5157068062827226,0.5137434554973822,0.0
