serotype,,N2,N2,N2,N2,N2,N8,N8,N8,N8,N8,error
accession,,>CY254947,>CY255283,>KU590512,>MN572041,>MN574265,>MG280403,>CY080201,>CY189949,>KM374012,>CY127082,>MG925516
serotype,accession,,,,,,,,,,,
N2,>CY254947,0.0,0.005259697567389865,0.0019723865877712132,0.005259697567389865,0.005259697567389865,0.4858645627876397,0.4832347140039448,0.4871794871794872,0.4720578566732413,0.4891518737672583,0.00460223537146609
N2,>CY255283,0.005259697567389865,0.0,0.0032873109796186517,0.007889546351084853,0.006574621959237303,0.4858645627876397,0.48454963839579224,0.48849441157133466,0.47337278106508873,0.4904667981591059,0.00591715976331364
N2,>KU590512,0.0019723865877712132,0.0032873109796186517,0.0,0.00460223537146609,0.0032873109796186517,0.485207100591716,0.482577251808021,0.48652202498356345,0.4714003944773175,0.48849441157133466,0.002629848783694988
N2,>MN572041,0.005259697567389865,0.007889546351084853,0.00460223537146609,0.0,0.007889546351084853,0.4878369493754109,0.485207100591716,0.4871794871794872,0.4740302432610125,0.4898093359631821,0.007232084155161078
N2,>MN574265,0.005259697567389865,0.006574621959237303,0.0032873109796186517,0.007889546351084853,0.0,0.48454963839579224,0.48191978961209725,0.4858645627876397,0.47074293228139386,0.4878369493754109,0.00591715976331364
N8,>MG280403,0.4858645627876397,0.4858645627876397,0.485207100591716,0.4878369493754109,0.48454963839579224,0.0,0.06837606837606836,0.0696909927679158,0.044049967126890244,0.0650887573964497,0.4871794871794872
N8,>CY080201,0.4832347140039448,0.48454963839579224,0.482577251808021,0.485207100591716,0.48191978961209725,0.06837606837606836,0.0,0.0650887573964497,0.0650887573964497,0.06114398422090728,0.48454963839579224
N8,>CY189949,0.4871794871794872,0.48849441157133466,0.48652202498356345,0.4871794871794872,0.4858645627876397,0.0696909927679158,0.0650887573964497,0.0,0.08218277449046685,0.03287310979618674,0.48849441157133466
N8,>KM374012,0.4720578566732413,0.47337278106508873,0.4714003944773175,0.4740302432610125,0.47074293228139386,0.044049967126890244,0.0650887573964497,0.08218277449046685,0.0,0.07626561472715321,0.47337278106508873
N8,>CY127082,0.4891518737672583,0.4904667981591059,0.48849441157133466,0.4898093359631821,0.4878369493754109,0.0650887573964497,0.06114398422090728,0.03287310979618674,0.07626561472715321,0.0,0.4904667981591059
error,>MG925516,0.00460223537146609,0.00591715976331364,0.002629848783694988,0.007232084155161078,0.00591715976331364,0.4871794871794872,0.48454963839579224,0.48849441157133466,0.47337278106508873,0.4904667981591059,0.0
