serotype,,H1,H1,H1,H1,H1,H10,H10,H10,H10,H10,error
accession,,>MH501785,>MH502957,>CY097398,>MH501729,>CY187152,>KF259194,>CY080287,>MH502050,>CY241209,>MH502106,>MK237334
serotype,accession,,,,,,,,,,,
H1,>MH501785,0.0,0.02395543175487469,0.027855153203342642,0.0011142061281337323,0.020612813370473493,0.48189415041782735,0.4685236768802229,0.47075208913649025,0.4713091922005571,0.4713091922005571,0.03899721448467963
H1,>MH502957,0.02395543175487469,0.0,0.03342618384401119,0.02395543175487469,0.02674094707520891,0.4824512534818941,0.46740947075208916,0.4685236768802229,0.4701949860724234,0.46908077994428965,0.03231197771587746
H1,>CY097398,0.027855153203342642,0.03342618384401119,0.0,0.027855153203342642,0.02674094707520891,0.48022284122562675,0.4618384401114206,0.4640668523676881,0.46573816155988856,0.46462395543175483,0.04456824512534818
H1,>MH501729,0.0011142061281337323,0.02395543175487469,0.027855153203342642,0.0,0.020612813370473493,0.48189415041782735,0.4685236768802229,0.47075208913649025,0.4713091922005571,0.4713091922005571,0.03899721448467963
H1,>CY187152,0.020612813370473493,0.02674094707520891,0.02674094707520891,0.020612813370473493,0.0,0.4841225626740947,0.46573816155988856,0.4701949860724234,0.4701949860724234,0.47075208913649025,0.0395543175487465
H10,>KF259194,0.48189415041782735,0.4824512534818941,0.48022284122562675,0.48189415041782735,0.4841225626740947,0.0,0.17938718662952646,0.18217270194986068,0.18161559888579382,0.1805013927576602,0.49415041782729807
H10,>CY080287,0.4685236768802229,0.46740947075208916,0.4618384401114206,0.4685236768802229,0.46573816155988856,0.17938718662952646,0.0,0.023398328690807824,0.030083565459609996,0.024512534818941556,0.4763231197771588
H10,>MH502050,0.47075208913649025,0.4685236768802229,0.4640668523676881,0.47075208913649025,0.4701949860724234,0.18217270194986068,0.023398328690807824,0.0,0.028969359331476374,0.003342618384401086,0.4763231197771588
H10,>CY241209,0.4713091922005571,0.4701949860724234,0.46573816155988856,0.4713091922005571,0.4701949860724234,0.18161559888579382,0.030083565459609996,0.028969359331476374,0.0,0.030083565459609996,0.47855153203342615
H10,>MH502106,0.4713091922005571,0.46908077994428965,0.46462395543175483,0.4713091922005571,0.47075208913649025,0.1805013927576602,0.024512534818941556,0.003342618384401086,0.030083565459609996,0.0,0.47688022284122566
error,>MK237334,0.03899721448467963,0.03231197771587746,0.04456824512534818,0.03899721448467963,0.0395543175487465,0.49415041782729807,0.4763231197771588,0.4763231197771588,0.47855153203342615,0.47688022284122566,0.0
