accession,H7,H12,H10
>MT406929,0.34888178913738016,0.48029818956336523,0.15463258785942494
>MT407001,0.34792332268370607,0.47955271565495206,0.1549520766773163
>MT407041,0.49882854100106505,0.18849840255591052,0.480937167199148
>GQ907286,0.4875399361022364,0.1764643237486688,0.4697550585729499
>MF146658,0.4995740149094782,0.18562300319488817,0.47976570820021297
>MK327718,0.4700745473908413,0.5369542066027689,0.4624068157614484
>MK327694,0.47060702875399363,0.5369542066027689,0.4624068157614484
>MK327702,0.4700745473908413,0.5369542066027689,0.4624068157614484
>MK326656,0.4700745473908413,0.5369542066027689,0.4624068157614484
>MK327734,0.4700745473908413,0.5369542066027689,0.4624068157614484
>MK327726,0.4700745473908413,0.5369542066027689,0.4624068157614484
>MK327686,0.4700745473908413,0.5369542066027689,0.4624068157614484
>MK327758,0.4697550585729499,0.5364217252396166,0.46187433439829606
>KY644423,0.4726304579339723,0.5378061767838126,0.4623003194888179
>KJ195668,0.4730564430244941,0.5374866879659213,0.4642172523961662
>KY644472,0.47476038338658144,0.5415335463258786,0.46261980830670935
>KX960412,0.4745473908413206,0.5415335463258786,0.46315228966986155
>KX960458,0.47507987220447284,0.5410010649627263,0.46261980830670935
>KY644351,0.4745473908413206,0.5425985090521832,0.4641107561235357
>KX960451,0.4745473908413206,0.5415335463258786,0.46315228966986155
