accession,H7,H12,H10
>MT407041,1.0,0.37021276595744684,0.9651063829787236
>GQ907286,1.0,0.3488372093023256,0.9767441860465116
>MF146658,1.0,0.3658901474674075,0.9702927976063258
>MK327718,0.8831658291457286,1.0,0.8808626465661643
>MK327694,0.8837939698492461,1.0,0.8808626465661643
>MK327702,0.8831658291457286,1.0,0.8808626465661643
>MK326656,0.8831658291457286,1.0,0.8808626465661643
>MK327734,0.8831658291457286,1.0,0.8808626465661643
>MK327726,0.8831658291457286,1.0,0.8808626465661643
>MK327686,0.8831658291457286,1.0,0.8808626465661643
>MK327758,0.8830433871305805,1.0,0.8811569901488159
>KY644423,0.8857681827709076,1.0,0.8796897924963321
>KJ195668,0.8889821615949632,1.0,0.8831059811122771
>KY644472,0.8838951310861424,1.0,0.875364128173117
>KX960412,0.884079084287201,1.0,0.8765868886576483
>KX960458,0.8860416666666668,1.0,0.8768750000000001
>KY644351,0.8847514042022053,1.0,0.8772623257749117
>KX960451,0.8851196670135277,1.0,0.8765868886576483
>KY644236,0.883416458852868,1.0,0.8746882793017458
>KY644232,0.8810867293625916,1.0,0.8819226750261233
