serotype,,N2,N2,N2,N2,N2,N8,N8,N8,N8,N8,error
accession,,>MH600858,>MK967612,>MN247628,>CY035024,>KY003438,>CY185467,>KJ509038,>CY235238,>CY038372,>CY132613,>MG925516
serotype,accession,,,,,,,,,,,
N2,>MH600858,0.0,0.12063282794990116,0.003295978905734964,0.03691496374423209,0.024390243902439046,0.4917600527356625,0.4884640738299275,0.4858272907053395,0.5056031641397495,0.49110085695451544,0.030323005932762048
N2,>MK967612,0.12063282794990116,0.0,0.12261041529334216,0.09953856295319707,0.11931443638760708,0.4818721160184575,0.48714568226763344,0.4805537244561635,0.5121951219512195,0.4858272907053395,0.09558338826631507
N2,>MN247628,0.003295978905734964,0.12261041529334216,0.0,0.03889255108767309,0.02768622280817401,0.4924192485168095,0.48912326961107444,0.4858272907053395,0.5042847725774555,0.49110085695451544,0.03361898483849701
N2,>CY035024,0.03691496374423209,0.09953856295319707,0.03889255108767309,0.0,0.030323005932762048,0.49307844429795644,0.4897824653922215,0.4785761371127225,0.5121951219512195,0.48516809492419244,0.03691496374423209
N2,>KY003438,0.024390243902439046,0.11931443638760708,0.02768622280817401,0.030323005932762048,0.0,0.4924192485168095,0.49110085695451544,0.48912326961107444,0.5088991430454846,0.4957152274225445,0.03889255108767309
N8,>CY185467,0.4917600527356625,0.4818721160184575,0.4924192485168095,0.49307844429795644,0.4924192485168095,0.0,0.11470006591957815,0.2135794330916282,0.2274225444957152,0.20896506262359926,0.4838497033618985
N8,>KJ509038,0.4884640738299275,0.48714568226763344,0.48912326961107444,0.4897824653922215,0.49110085695451544,0.11470006591957815,0.0,0.2234673698088332,0.2432432432432432,0.21621621621621623,0.48714568226763344
N8,>CY235238,0.4858272907053395,0.4805537244561635,0.4858272907053395,0.4785761371127225,0.48912326961107444,0.2135794330916282,0.2234673698088332,0.0,0.09294660514172715,0.037574159525379014,0.4818721160184575
N8,>CY038372,0.5056031641397495,0.5121951219512195,0.5042847725774555,0.5121951219512195,0.5088991430454846,0.2274225444957152,0.2432432432432432,0.09294660514172715,0.0,0.08701384311140403,0.5161502966381015
N8,>CY132613,0.49110085695451544,0.4858272907053395,0.49110085695451544,0.48516809492419244,0.4957152274225445,0.20896506262359926,0.21621621621621623,0.037574159525379014,0.08701384311140403,0.0,0.48714568226763344
error,>MG925516,0.030323005932762048,0.09558338826631507,0.03361898483849701,0.03691496374423209,0.03889255108767309,0.4838497033618985,0.48714568226763344,0.4818721160184575,0.5161502966381015,0.48714568226763344,0.0
