serotype,,N1,N1,N1,N1,N1,N2,N2,N2,N2,N2,error
accession,,>MT058097,>MN371795,>CY083074,>MH360064,>MT303298,>KR265507,>CY219741,>KX413939,>CY261019,>CY096980,>MH346657
serotype,accession,,,,,,,,,,,
N1,>MT058097,0.0,0.024983563445101886,0.05588428665351741,0.015121630506245931,0.012491781722550943,0.507560815253123,0.5016436554898094,0.5095332018408941,0.5108481262327416,0.4970414201183432,0.04536489151873768
N1,>MN371795,0.024983563445101886,0.0,0.04799474030243256,0.011176857330703505,0.024326101249178222,0.5036160420775806,0.4990138067061144,0.504930966469428,0.5062458908612755,0.4891518737672583,0.038132807363576604
N1,>CY083074,0.05588428665351741,0.04799474030243256,0.0,0.04207758053911903,0.0539119000657462,0.49309664694280075,0.502301117685733,0.514792899408284,0.5161078238001315,0.5036160420775806,0.06048652202498361
N1,>MH360064,0.015121630506245931,0.011176857330703505,0.04207758053911903,0.0,0.014464168310322156,0.504930966469428,0.5003287310979618,0.5062458908612755,0.507560815253123,0.4924391847468771,0.0315581854043393
N1,>MT303298,0.012491781722550943,0.024326101249178222,0.0539119000657462,0.014464168310322156,0.0,0.5055884286653518,0.502301117685733,0.5088757396449703,0.5101906640368179,0.49572649572649574,0.042735042735042694
N2,>KR265507,0.507560815253123,0.5036160420775806,0.49309664694280075,0.504930966469428,0.5055884286653518,0.0,0.09270216962524658,0.10979618671926361,0.11439842209072981,0.20052596975673898,0.5193951347797502
N2,>CY219741,0.5016436554898094,0.4990138067061144,0.502301117685733,0.5003287310979618,0.502301117685733,0.09270216962524658,0.0,0.09007232084155159,0.09401709401709402,0.18145956607495073,0.5154503616042078
N2,>KX413939,0.5095332018408941,0.504930966469428,0.514792899408284,0.5062458908612755,0.5088757396449703,0.10979618671926361,0.09007232084155159,0.0,0.007889546351084853,0.18014464168310318,0.5207100591715976
N2,>CY261019,0.5108481262327416,0.5062458908612755,0.5161078238001315,0.507560815253123,0.5101906640368179,0.11439842209072981,0.09401709401709402,0.007889546351084853,0.0,0.18474687705456938,0.5220249835634452
N2,>CY096980,0.4970414201183432,0.4891518737672583,0.5036160420775806,0.4924391847468771,0.49572649572649574,0.20052596975673898,0.18145956607495073,0.18014464168310318,0.18474687705456938,0.0,0.504930966469428
error,>MH346657,0.04536489151873768,0.038132807363576604,0.06048652202498361,0.0315581854043393,0.042735042735042694,0.5193951347797502,0.5154503616042078,0.5207100591715976,0.5220249835634452,0.504930966469428,0.0
