serotype,,N1,N1,N1,N1,N1,N3,N3,N3,N3,N3,error
accession,,>CY136975,>CY094175,>CY132239,>CY004533,>CY117535,>CY133671,>MH734819,>CY076319,>KX289645,>CY094575,>MK237837
serotype,accession,,,,,,,,,,,
N1,>CY136975,0.0,0.028552456839309404,0.05644090305444882,0.07503320053120854,0.04581673306772904,0.46480743691899074,0.46945551128818064,0.4707835325365206,0.4721115537848606,0.4701195219123506,0.05444887118193886
N1,>CY094175,0.028552456839309404,0.0,0.0677290836653387,0.08632138114209831,0.05843293492695878,0.46879150066401065,0.4721115537848606,0.4721115537848606,0.4747675962815405,0.47277556440903057,0.050464807436918946
N1,>CY132239,0.05644090305444882,0.0677290836653387,0.0,0.0916334661354582,0.04515272244355906,0.46945551128818064,0.4807436918990704,0.47742363877822047,0.4767596281540505,0.47343957503320055,0.08366533864541836
N1,>CY004533,0.07503320053120854,0.08632138114209831,0.0916334661354582,0.0,0.08300132802124838,0.48273572377158036,0.47410358565737054,0.4900398406374502,0.4900398406374502,0.48804780876494025,0.08034528552456843
N1,>CY117535,0.04581673306772904,0.05843293492695878,0.04515272244355906,0.08300132802124838,0.0,0.4767596281540505,0.4814077025232404,0.4814077025232404,0.47277556440903057,0.4820717131474104,0.0770252324037185
N3,>CY133671,0.46480743691899074,0.46879150066401065,0.46945551128818064,0.48273572377158036,0.4767596281540505,0.0,0.14608233731739706,0.040504648074369154,0.07370517928286857,0.013280212483399723,0.48406374501992033
N3,>MH734819,0.46945551128818064,0.4721115537848606,0.4807436918990704,0.47410358565737054,0.4814077025232404,0.14608233731739706,0.0,0.14807436918990702,0.16069057104913675,0.1447543160690571,0.47875166002656044
N3,>CY076319,0.4707835325365206,0.4721115537848606,0.47742363877822047,0.4900398406374502,0.4814077025232404,0.040504648074369154,0.14807436918990702,0.0,0.06440903054448877,0.029880478087649376,0.48804780876494025
N3,>KX289645,0.4721115537848606,0.4747675962815405,0.4767596281540505,0.4900398406374502,0.47277556440903057,0.07370517928286857,0.16069057104913675,0.06440903054448877,0.0,0.0677290836653387,0.4907038512616202
N3,>CY094575,0.4701195219123506,0.47277556440903057,0.47343957503320055,0.48804780876494025,0.4820717131474104,0.013280212483399723,0.1447543160690571,0.029880478087649376,0.0677290836653387,0.0,0.48871181938911024
error,>MK237837,0.05444887118193886,0.050464807436918946,0.08366533864541836,0.08034528552456843,0.0770252324037185,0.48406374501992033,0.47875166002656044,0.48804780876494025,0.4907038512616202,0.48871181938911024,0.0
