serotype,,N1,N1,N1,N1,N1,N3,N3,N3,N3,N3,error
accession,,>MH501483,>MH501699,>CY139931,>CY203006,>CY202964,>MG280330,>KX960464,>CY157200,>CY136616,>MF146064,>MK237837
serotype,accession,,,,,,,,,,,
N1,>MH501483,0.0,0.05610561056105612,0.05742574257425748,0.040924092409240886,0.07392739273927396,0.47326732673267324,0.4884488448844885,0.4745874587458746,0.49042904290429046,0.497029702970297,0.06930693069306926
N1,>MH501699,0.05610561056105612,0.0,0.05676567656765674,0.06930693069306926,0.06996699669966999,0.4765676567656766,0.4864686468646865,0.4772277227722772,0.48316831683168315,0.4983498349834984,0.0435643564356436
N1,>CY139931,0.05742574257425748,0.05676567656765674,0.0,0.0798679867986799,0.04026402640264026,0.4752475247524752,0.4871287128712871,0.47326732673267324,0.48580858085808576,0.49966996699669963,0.07128712871287124
N1,>CY203006,0.040924092409240886,0.06930693069306926,0.0798679867986799,0.0,0.09636963696369638,0.47326732673267324,0.49042904290429046,0.47590759075907596,0.48580858085808576,0.5016501650165017,0.08910891089108908
N1,>CY202964,0.07392739273927396,0.06996699669966999,0.04026402640264026,0.09636963696369638,0.0,0.4745874587458746,0.48514851485148514,0.4752475247524752,0.4871287128712871,0.49504950495049505,0.08184818481848188
N3,>MG280330,0.47326732673267324,0.4765676567656766,0.4752475247524752,0.47326732673267324,0.4745874587458746,0.0,0.07458745874587458,0.0580858085808581,0.2541254125412541,0.264026402640264,0.4884488448844885
N3,>KX960464,0.4884488448844885,0.4864686468646865,0.4871287128712871,0.49042904290429046,0.48514851485148514,0.07458745874587458,0.0,0.07128712871287124,0.27194719471947193,0.24752475247524752,0.47854785478547857
N3,>CY157200,0.4745874587458746,0.4772277227722772,0.47326732673267324,0.47590759075907596,0.4752475247524752,0.0580858085808581,0.07128712871287124,0.0,0.2514851485148515,0.2666666666666667,0.49042904290429046
N3,>CY136616,0.49042904290429046,0.48316831683168315,0.48580858085808576,0.48580858085808576,0.4871287128712871,0.2541254125412541,0.27194719471947193,0.2514851485148515,0.0,0.15181518151815176,0.49966996699669963
N3,>MF146064,0.497029702970297,0.4983498349834984,0.49966996699669963,0.5016501650165017,0.49504950495049505,0.264026402640264,0.24752475247524752,0.2666666666666667,0.15181518151815176,0.0,0.4871287128712871
error,>MK237837,0.06930693069306926,0.0435643564356436,0.07128712871287124,0.08910891089108908,0.08184818481848188,0.4884488448844885,0.47854785478547857,0.49042904290429046,0.49966996699669963,0.4871287128712871,0.0
