serotype,,N1,N1,N1,N1,N1,N2,N2,N2,N2,N2,error
accession,,>KX410021,>CY063117,>CY083671,>KJ856061,>CY148029,>KM438110,>MG739626,>CY164218,>CY189769,>CY037585,>MH346657
serotype,accession,,,,,,,,,,,
N1,>KX410021,0.0,0.024804177545691863,0.025456919060052208,0.036553524804177506,0.02937336814621405,0.5195822454308094,0.5150130548302871,0.5,0.5195822454308094,0.512402088772846,0.026109660574412552
N1,>CY063117,0.024804177545691863,0.0,0.0032637075718016106,0.01436031331592691,0.009791122715404721,0.5117493472584856,0.5104438642297651,0.49608355091383816,0.5110966057441253,0.5045691906005222,0.04960835509138384
N1,>CY083671,0.025456919060052208,0.0032637075718016106,0.0,0.016971279373368175,0.01305483028720622,0.5130548302872062,0.512402088772846,0.4980417754569191,0.512402088772846,0.5058746736292428,0.05026109660574407
N1,>KJ856061,0.036553524804177506,0.01436031331592691,0.016971279373368175,0.0,0.01631853785900783,0.5065274151436031,0.5065274151436031,0.4980417754569191,0.5058746736292428,0.5,0.06135770234986948
N1,>CY148029,0.02937336814621405,0.009791122715404721,0.01305483028720622,0.01631853785900783,0.0,0.5097911227154047,0.5052219321148825,0.4921671018276762,0.5091383812010444,0.5026109660574413,0.05287206266318534
N2,>KM438110,0.5195822454308094,0.5117493472584856,0.5130548302872062,0.5065274151436031,0.5097911227154047,0.0,0.09791122715404699,0.1821148825065274,0.026109660574412552,0.02741514360313313,0.5345953002610966
N2,>MG739626,0.5150130548302871,0.5104438642297651,0.512402088772846,0.5065274151436031,0.5052219321148825,0.09791122715404699,0.0,0.1866840731070496,0.10378590078328986,0.0933420365535248,0.5156657963446476
N2,>CY164218,0.5,0.49608355091383816,0.4980417754569191,0.4980417754569191,0.4921671018276762,0.1821148825065274,0.1866840731070496,0.0,0.18864229765013052,0.16971279373368142,0.5150130548302871
N2,>CY189769,0.5195822454308094,0.5110966057441253,0.512402088772846,0.5058746736292428,0.5091383812010444,0.026109660574412552,0.10378590078328986,0.18864229765013052,0.0,0.02741514360313313,0.5345953002610966
N2,>CY037585,0.512402088772846,0.5045691906005222,0.5058746736292428,0.5,0.5026109660574413,0.02741514360313313,0.0933420365535248,0.16971279373368142,0.02741514360313313,0.0,0.5274151436031331
error,>MH346657,0.026109660574412552,0.04960835509138384,0.05026109660574407,0.06135770234986948,0.05287206266318534,0.5345953002610966,0.5156657963446476,0.5150130548302871,0.5345953002610966,0.5274151436031331,0.0
