serotype,,N1,N1,N1,N1,N1,N2,N2,N2,N2,N2,error
accession,,>MK556848,>MT465945,>KX918718,>LC033251,>CY080442,>CY215819,>CY122367,>CY102382,>MN002439,>MH637791,>MH346657
serotype,accession,,,,,,,,,,,
N1,>MK556848,0.0,0.017739816031537403,0.013140604467805517,0.034822601839684664,0.0341655716162943,0.5065703022339028,0.5091984231274639,0.5032851511169514,0.5098554533508541,0.514454664914586,0.03745072273324568
N1,>MT465945,0.017739816031537403,0.0,0.015111695137976389,0.03613666228646517,0.03547963206307492,0.5078843626806833,0.5111695137976346,0.5006570302233903,0.5111695137976346,0.5157687253613666,0.04073587385019706
N1,>KX918718,0.013140604467805517,0.015111695137976389,0.0,0.021681997371879147,0.021024967148488782,0.5065703022339028,0.5091984231274639,0.4986859395532195,0.5098554533508541,0.514454664914586,0.02562417871222078
N1,>LC033251,0.034822601839684664,0.03613666228646517,0.021681997371879147,0.0,0.02431011826544016,0.511826544021025,0.5157687253613666,0.507227332457293,0.5164257555847569,0.5203679369250985,0.047306176084099816
N1,>CY080442,0.0341655716162943,0.03547963206307492,0.021024967148488782,0.02431011826544016,0.0,0.5045992115637319,0.5078843626806833,0.4986859395532195,0.5085413929040736,0.5137976346911958,0.045335085413929055
N2,>CY215819,0.5065703022339028,0.5078843626806833,0.5065703022339028,0.511826544021025,0.5045992115637319,0.0,0.06504599211563733,0.195137976346912,0.018396846254927768,0.0223390275952694,0.5210249671484888
N2,>CY122367,0.5091984231274639,0.5111695137976346,0.5091984231274639,0.5157687253613666,0.5078843626806833,0.06504599211563733,0.0,0.1787122207621551,0.07030223390275958,0.05847568988173457,0.5078843626806833
N2,>CY102382,0.5032851511169514,0.5006570302233903,0.4986859395532195,0.507227332457293,0.4986859395532195,0.195137976346912,0.1787122207621551,0.0,0.19053876478318,0.20039421813403413,0.511826544021025
N2,>MN002439,0.5098554533508541,0.5111695137976346,0.5098554533508541,0.5164257555847569,0.5085413929040736,0.018396846254927768,0.07030223390275958,0.19053876478318,0.0,0.023653088042049908,0.5236530880420499
N2,>MH637791,0.514454664914586,0.5157687253613666,0.514454664914586,0.5203679369250985,0.5137976346911958,0.0223390275952694,0.05847568988173457,0.20039421813403413,0.023653088042049908,0.0,0.5131406044678055
error,>MH346657,0.03745072273324568,0.04073587385019706,0.02562417871222078,0.047306176084099816,0.045335085413929055,0.5210249671484888,0.5078843626806833,0.511826544021025,0.5236530880420499,0.5131406044678055,0.0
