accession,H16,H13
>MH498778,0.2762119503945885,0.21713641488162344
>MF682848,0.24937993235625705,0.24464487034949264
>KX979327,0.247576099210823,0.2382187147688839
>KX978913,0.24870349492671934,0.24171364148816235
>KX979541,0.24870349492671934,0.24002254791431793
>KX978076,0.24870349492671923,0.24148816234498308
>KX978980,0.24768883878241263,0.24227733934611048
>KX979063,0.247576099210823,0.2382187147688839
>KX978876,0.24723788049605408,0.23889515219842164
>KX979544,0.24870349492671923,0.24148816234498308
>KX979380,0.24813979706877115,0.24092446448703497
>MF682844,0.24836527621195037,0.24002254791431793
>KX978929,0.247576099210823,0.2382187147688839
>MF575207,0.24689966178128522,0.2393461104847802
>KR087564,0.24836527621195043,0.25152198421646005
>MF147289,0.24735062006764377,0.24171364148816235
>MF147869,0.24723788049605414,0.2411499436302142
>CY185569,0.25016910935738446,0.2583990980834273
>CY185489,0.24937993235625705,0.2507328072153326
>MF461180,0.25050732807215337,0.24487034949267192
>MH201562,0.25343855693348366,0.24678692220969561
>MH499037,0.27925591882750844,0.22108229988726041
>LC339627,0.2482525366403608,0.2532130777903044
>AB284988,0.252423900789177,0.253325817361894
>AB285094,0.24768883878241263,0.2510710259301015
>MK696134,0.28387824126268324,0.22559188275084557
>MH499238,0.27677564825253664,0.21826381059751973
>MH596987,0.27519729425028183,0.21251409244644873
>KR010435,0.2558060879368658,0.2617812852311161
>MN210139,0.25355129650507324,0.2573844419391206
>CY196611,0.24306651634723792,0.2595264937993235
>CY213636,0.27598647125140924,0.21758737316798196
>CY213535,0.27497181510710256,0.21533258173618938
>CY213663,0.2744081172491545,0.21589627959413754
>MN210163,0.2538895152198422,0.25851183765501695
>MN210171,0.25298759864712517,0.2582863585118377
>MN210179,0.25264937993235626,0.2573844419391206
>MN210195,0.2541149943630214,0.25907553551296497
>MN210203,0.2541149943630214,0.25907553551296497
>MN210211,0.2541149943630214,0.25907553551296497
>MN210220,0.2541149943630214,0.25907553551296497
>MN210228,0.2541149943630214,0.25907553551296497
>MN210236,0.254227733934611,0.25907553551296497
>MN210252,0.2547914317925592,0.25952649379932363
>CY130340,0.24746335963923335,0.25636978579481395
>CY130086,0.25693348365276214,0.23675310033821875
>AB292664,0.2607666290868095,0.2403607666290868
>CY014694,0.25749718151071027,0.22886133032694475
>D90308,0.2632468996617813,0.24611048478015785
>CY195663,0.28072153325817356,0.22502818489289744
>KF612959,0.2627959413754228,0.24554678692220971
>MK637080,0.2838782412626832,0.2229988726042841
>MH499142,0.27711386696730556,0.2188275084554679
>MH499186,0.2793686583990981,0.2216459977452086
>MH498919,0.2790304396843292,0.2205186020293123
>MH499244,0.2794813979706877,0.22108229988726041
>MH498862,0.27790304396843296,0.21939120631341602
>MH498888,0.27835400225479145,0.21995490417136415
>MH498698,0.2795941375422773,0.22277339346110486
>MH579147,0.27869222096956037,0.2225479143179256
>MK637221,0.28455467869222095,0.2235625704622322
>MK637291,0.2838782412626832,0.2229988726042841
>MK637376,0.2835400225479143,0.2235625704622322
>MK637356,0.2838782412626832,0.2229988726042841
>MK637038,0.2843291995490417,0.22333709131905297
>MK637365,0.2850056369785795,0.2241262683201804
>MK637396,0.2838782412626832,0.2229988726042841
>MK637116,0.2834272829763247,0.22243517474633595
>MK345840,0.2763246899661781,0.2181510710259301
>MH068359,0.27891770011273953,0.2156708004509583
>MH068367,0.279706877113867,0.214543404735062
>CY128958,0.27429537767756484,0.2156708004509583
>KJ907711,0.2489289740698985,0.2598647125140924
>GQ907310,0.24915445321307778,0.25377677564825263
>GQ907318,0.24791431792559188,0.2538895152198421
>MN783529,0.2762119503945885,0.21871476888387825
>MK627734,0.27745208568207447,0.22119503945885005
>CY195647,0.2771138669673055,0.21905298759864716
>MH764160,0.2762119503945885,0.21645997745208567
>MH764168,0.2780157835400225,0.21679819616685458
>MH764229,0.27711386696730556,0.21612175873731682
>MH764245,0.27576099210822996,0.21634723788049603
>MH764253,0.276662908680947,0.21747463359639235
>CY145939,0.27395715896279593,0.21465614430665161
>MH501657,0.28004509582863585,0.22220969560315673
>MH502664,0.2774520856820744,0.21736189402480272
>MH579323,0.2826381059751973,0.22085682074408117
>MH499147,0.27925591882750844,0.22220969560315673
>KJ372720,0.2738444193912063,0.18602029312288612
>CY185497,0.24983089064261557,0.2545659526493799
>CY185601,0.2560315670800451,0.25704622322435167
>CY185609,0.25343855693348366,0.2547914317925592
>CY185673,0.2519729425028185,0.25434047350620065
>CY185665,0.2519729425028185,0.25434047350620065
